#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ct_grand_guard_1;Grand City Guard;;;;;;;;;;;;;x
ct_grand_guard_2;Grand City Guard;;;;;;;;;;;;;x
ct_grand_guard_3;Grand City Guard;;;;;;;;;;;;;x
ct_grand_guard_4;Grand City Guard;;;;;;;;;;;;;x
ct_grand_guard_5;Grand City Guard;;;;;;;;;;;;;x
ct_grand_guard_1_desc;Due to this culture's long tradition of pikemanship, they are able to field more pikemen to defend and police their cities compared to other cultures.;;;;;;;;;;;;;x
ct_marksman_barracks_1;Marksmen Mustering Grounds;;;;;;;;;;;;;x
ct_marksman_barracks_2;Marksmen Mustering Grounds;;;;;;;;;;;;;x
ct_marksman_barracks_3;Marksmen Mustering Grounds;;;;;;;;;;;;;x
ct_marksman_barracks_4;Marksmen Mustering Grounds;;;;;;;;;;;;;x
ct_marksman_barracks_5;Marksmen Mustering Grounds;;;;;;;;;;;;;x
ct_marksman_barracks_6;Marksmen Mustering Grounds;;;;;;;;;;;;;x
ct_marksman_barracks_1_desc;This culture's affinity for marksmanship has lead to more city dwellers taking up the bow to defend their homes.;;;;;;;;;;;;;x
ct_great_guard_1;Great City Guard;;;;;;;;;;;;;x
ct_great_guard_2;Great City Guard;;;;;;;;;;;;;x
ct_great_guard_3;Great City Guard;;;;;;;;;;;;;x
ct_great_guard_4;Great City Guard;;;;;;;;;;;;;x
ct_great_guard_5;Great City Guard;;;;;;;;;;;;;x
ct_great_guard_1_desc;Aside from the regular freemen, their wealthier counterparts also gather here in the defence and policing of the city. These wealthier freemen are able to afford swords, great axes, and more protective armor.;;;;;;;;;;;;;x
ct_grand_barracks_1;Grand Mustering Grounds;;;;;;;;;;;;;x
ct_grand_barracks_2;Grand Mustering Grounds;;;;;;;;;;;;;x
ct_grand_barracks_3;Grand Mustering Grounds;;;;;;;;;;;;;x
ct_grand_barracks_4;Grand Mustering Grounds;;;;;;;;;;;;;x
ct_grand_barracks_5;Grand Mustering Grounds;;;;;;;;;;;;;x
ct_grand_barracks_6;Grand Mustering Grounds;;;;;;;;;;;;;x
ct_grand_barracks_1_desc;Irregular warfare is the norm for this culture, hence the ability to field more lightly armed militia to better defend their homes.;;;;;;;;;;;;;x
