PROV1;Suffolk;Suffolk;Suffolk;;Suffolk;;;;;;;;;x
PROV2;Brooklyn;Brooklyn;Brooklyn;;Brooklyn;;;;;;;;;x
PROV3;Manhattan;Manhattan;Manhattan;;Manhattan;;;;;;;;;x
PROV4;Palisades;Palisades;Palisades;;Palisades;;;;;;;;;x
PROV5;Rockland;Rockland;Rockland;;Rockland;;;;;;;;;x
PROV6;Dutchess;Dutchess;Dutchess;;Dutchess;;;;;;;;;x
PROV7;Ulster;Ulster;Ulster;;Ulster;;;;;;;;;x
PROV8;Columbia;Columbia;Columbia;;Columbia;;;;;;;;;x
PROV9;Troy;Troy;Troy;;Troy;;;;;;;;;x
PROV10;Albany;Albany;Albany;;Albany;;;;;;;;;x
PROV11;Oswego;Oswego;Oswego;;Oswego;;;;;;;;;x
PROV12;Saratoga;Saratoga;Saratoga;;Saratoga;;;;;;;;;x
PROV13;Utica;Utica;Utica;;Utica;;;;;;;;;x
PROV14;Syracuse;Syracuse;Syracuse;;Syracuse;;;;;;;;;x
PROV15;Cayuga;Cayuga;Cayuga;;Cayuga;;;;;;;;;x
PROV16;Rochester;Rochester;Rochester;;Rochester;;;;;;;;;x
PROV17;Niagara;Niagara;Niagara;;Niagara;;;;;;;;;x
PROV18;Sullivan;Sullivan;Sullivan;;Sullivan;;;;;;;;;x
PROV19;Otsego;Otsego;Otsego;;Otsego;;;;;;;;;x
PROV20;Schoharie;Schoharie;Schoharie;;Schoharie;;;;;;;;;x
PROV21;Cortland;Cortland;Cortland;;Cortland;;;;;;;;;x
PROV22;Kittatinny;Kittatinny;Kittatinny;;Kittatinny;;;;;;;;;x
PROV23;Trenton;Trenton;Trenton;;Trenton;;;;;;;;;x
PROV24;Monmouth;Monmouth;Monmouth;;Monmouth;;;;;;;;;x
PROV25;Jersey Shore;Jersey Shore;Jersey Shore;;Jersey Shore;;;;;;;;;x
PROV26;Vineland;Vineland;Vineland;;Vineland;;;;;;;;;x
PROV27;Philadelphia;Philadelphia;Philadelphia;;Philadelphia;;;;;;;;;x
PROV28;Chautauqua;Chautauqua;Chautauqua;;Chautauqua;;;;;;;;;x
PROV29;Genesee;Genesee;Genesee;;Genesee;;;;;;;;;x
PROV30;Canandaigua;Canandaigua;Canandaigua;;Canandaigua;;;;;;;;;x
PROV31;Steuben;Steuben;Steuben;;Steuben;;;;;;;;;x
PROV32;Seneca;Seneca;Seneca;;Seneca;;;;;;;;;x
PROV33;Susquehanna;Susquehanna;Susquehanna;;Susquehanna;;;;;;;;;x
PROV34;The Triple Cities;The Triple Cities;The Triple Cities;;The Triple Cities;;;;;;;;;x
PROV35;Watertown;Watertown;Watertown;;Watertown;;;;;;;;;x
PROV36;Raquette;Raquette;Raquette;;Raquette;;;;;;;;;x
PROV37;Big Moose;Big Moose;Big Moose;;Big Moose;;;;;;;;;x
PROV38;Petonbowk;Petonbowk;Petonbowk;;Petonbowk;;;;;;;;;x
PROV39;Ticonderoga;Ticonderoga;Ticonderoga;;Ticonderoga;;;;;;;;;x
PROV40;Chepontuc;Chepontuc;Chepontuc;;Chepontuc;;;;;;;;;x
PROV41;Bennington;Bennington;Bennington;;Bennington;;;;;;;;;x
PROV42;Rutland;Rutland;Rutland;;Rutland;;;;;;;;;x
PROV43;Montpelier;Montpelier;Montpelier;;Montpelier;;;;;;;;;x
PROV44;Burlington;Burlington;Burlington;;Burlington;;;;;;;;;x
PROV45;Nek;Nek;Nek;;Nek;;;;;;;;;x
PROV46;Quinnipiac;Quinnipiac;Quinnipiac;;Quinnipiac;;;;;;;;;x
PROV47;Hartford;Hartford;Hartford;;Hartford;;;;;;;;;x
PROV48;Norwich;Norwich;Norwich;;Norwich;;;;;;;;;x
PROV49;Pocono;Pocono;Pocono;;Pocono;;;;;;;;;x
PROV50;Lehigh;Lehigh;Lehigh;;Lehigh;;;;;;;;;x
PROV51;Lancaster;Lancaster;Lancaster;;Lancaster;;;;;;;;;x
PROV52;Baltimore;Baltimore;Baltimore;;Baltimore;;;;;;;;;x
PROV53;Wilmington;Wilmington;Wilmington;;Wilmington;;;;;;;;;x
PROV54;Dover;Dover;Dover;;Dover;;;;;;;;;x
PROV55;Choptank;Choptank;Choptank;;Choptank;;;;;;;;;x
PROV56;Pocomoke;Pocomoke;Pocomoke;;Pocomoke;;;;;;;;;x
PROV57;Severn;Severn;Severn;;Severn;;;;;;;;;x
PROV58;Providence;Providence;Providence;;Providence;;;;;;;;;x
PROV59;Quiet Corner;Quiet Corner;Quiet Corner;;Quiet Corner;;;;;;;;;x
PROV60;Absaroka Range;Absaroka Range;Absaroka Range;;Absaroka Range;;;;;;;;;x
PROV61;Pioneer Valley;Pioneer Valley;Pioneer Valley;;Pioneer Valley;;;;;;;;;x
PROV62;Worcester;Worcester;Worcester;;Worcester;;;;;;;;;x
PROV63;Washington;Washington;Washington;;Washington;;;;;;;;;x
PROV64;Frederick;Frederick;Frederick;;Frederick;;;;;;;;;x
PROV65;Allegany;Allegany;Allegany;;Allegany;;;;;;;;;x
PROV66;Shenandoah;Shenandoah;Shenandoah;;Shenandoah;;;;;;;;;x
PROV67;Rappahannock;Rappahannock;Rappahannock;;Rappahannock;;;;;;;;;x
PROV68;Plymouth;Plymouth;Plymouth;;Plymouth;;;;;;;;;x
PROV69;Boston;Boston;Boston;;Boston;;;;;;;;;x
PROV70;Merrimack;Merrimack;Merrimack;;Merrimack;;;;;;;;;x
PROV71;Monadnock;Monadnock;Monadnock;;Monadnock;;;;;;;;;x
PROV72;Concord;Concord;Concord;;Concord;;;;;;;;;x
PROV73;Three Necks;Three Necks;Three Necks;;Three Necks;;;;;;;;;x
PROV74;Hampton Roads;Hampton Roads;Hampton Roads;;Hampton Roads;;;;;;;;;x
PROV75;The James;The James;The James;;The James;;;;;;;;;x
PROV76;Charlottesville;Charlottesville;Charlottesville;;Charlottesville;;;;;;;;;x
PROV77;Emporia;Emporia;Emporia;;Emporia;;;;;;;;;x
PROV78;Lynchburg;Lynchburg;Lynchburg;;Lynchburg;;;;;;;;;x
PROV79;Danville;Danville;Danville;;Danville;;;;;;;;;x
PROV80;Roanoke;Roanoke;Roanoke;;Roanoke;;;;;;;;;x
PROV81;Bluefield;Bluefield;Bluefield;;Bluefield;;;;;;;;;x
PROV82;New River;New River;New River;;New River;;;;;;;;;x
PROV83;Cumberland;Cumberland;Cumberland;;Cumberland;;;;;;;;;x
PROV84;Rothrock;Rothrock;Rothrock;;Rothrock;;;;;;;;;x
PROV85;Williamsport;Williamsport;Williamsport;;Williamsport;;;;;;;;;x
PROV86;Upper Allegheny;Upper Allegheny;Upper Allegheny;;Upper Allegheny;;;;;;;;;x
PROV87;Moshannon;Moshannon;Moshannon;;Moshannon;;;;;;;;;x
PROV88;Yohogania;Yohogania;Yohogania;;Yohogania;;;;;;;;;x
PROV89;Laurel Highlands;Laurel Highlands;Laurel Highlands;;Laurel Highlands;;;;;;;;;x
